Symbol,Gene_Symbol,CD11cC8_Y_F5_MACS,CD11cC8_Y_F4_MACS,CD11cC8_Y_F3_MACS,CD11cC8_O_F4_MACS,CD11cC8_O_F3_MACS,CD11cC8_O_F1_MACS,C8_Y_F6_MACS,C8_Y_F2_MACS,C8_Y_F1_MACS,C8_O_F7_MACS,C8_O_F4_MACS,C8_O_F2_MACS
ENSMUSG00000079138,Gm8818,0,0,0.155160362,0,0,0,0,0,0,0,0,0
ENSMUSG00000079139,Gm4204,57.85032931,43.26364132,17.53312092,31.47285824,55.25435961,100.1459422,108.9561996,40.98593169,83.06477371,68.88842474,43.96485583,62.18324878
ENSMUSG00000079140,Gm6374,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079143,Atxn7l1os1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079144,A130010J15Rik,22.34766146,11.26532489,0,0,0,0.304394961,26.11346933,0,5.685981534,0,4.539849244,0
ENSMUSG00000079146,Gm15353,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079156,Smok3b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079157,Fam155a,0,1.198438818,0,0,0,0,0,0,0.247216588,14.96617534,0,0
ENSMUSG00000079162,Trim43b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079163,Gm15498,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079164,Tlr5,0,0,0,0,0,2.130764727,0,0,0,0,1.911515471,2.033239742
ENSMUSG00000079165,Sap25,21.5551912,18.57580167,6.051254122,0.476861488,4.911498632,33.48344571,31.06602386,20.06153498,9.641446949,26.19080685,22.93818565,7.794085678
ENSMUSG00000079168,Cd209g,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079169,Gm15130,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079170,Gm13941,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079171,Gm13942,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079173,Zan,0,0,0,0,0,0.304394961,0,0,0,0,0.238939434,0
ENSMUSG00000079174,Gm3054,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079175,Gm11060,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079177,Fam228a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079179,Rab10os,36.61212622,41.34613921,46.08262755,54.12377894,49.26847065,41.39771469,31.29113997,23.29726643,105.8086998,5.942451975,14.8142449,38.80099175
ENSMUSG00000079180,Mptx2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079183,C030005K15Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079184,Mphosph8,139.6332606,80.17555691,78.35598287,71.76765401,54.48693795,118.8662323,46.8241519,45.30024029,30.16042379,54.36243103,86.01819619,25.58493342
ENSMUSG00000079186,Gzmc,9.034161016,0,0,0.476861488,0.153484332,0,0.225116115,0,0,0,20.07091245,38.12324517
ENSMUSG00000079190,NoGeneName,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079192,NoGeneName,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079197,Psme2,1.584940529,3.595316453,14.42991368,75.58254592,14.42752723,16.28513041,1.350696689,11.21720236,9.147013772,0.440181628,26.52227716,3.219296258
ENSMUSG00000079215,Zfp664,27.10248305,15.1003291,14.11959295,0,17.49721388,12.32799592,18.45952142,30.20016019,0,0,43.24803753,3.558169549
ENSMUSG00000079222,NoGeneName,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079223,Gm8778,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079224,Gm6565,0,4.314379744,0,0,0,0,0,0.43143086,0,0,0,0
ENSMUSG00000079225,Gm9531,0.158494053,3.835004217,15.67119657,0.238430744,0,0,0,7.981470907,7.416497653,0,4.30090981,0.33887329
ENSMUSG00000079227,Ccr5,74.80919297,88.32494087,32.27335532,65.33002391,42.05470703,58.13943755,42.77206183,21.35582756,61.55693052,4.841997905,158.1779052,82.85451949
ENSMUSG00000079230,Gm11065,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079235,Ccdc13,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079242,C730034F03Rik,0,2.157189872,0,0,4.7580143,0,0,0,0,0,7.885001318,2.372113033
ENSMUSG00000079243,Xirp1,1.584940529,0,2.637726156,0,0,0,0,0,0,0,0,0
ENSMUSG00000079244,Gm5622,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079247,Gm13691,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079258,Calhm1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079259,Trim71,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079260,Tmppe,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079261,Gm15217,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079262,Slco1a6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079263,Gm6614,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079264,Gm11077,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079265,Gm8257,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079266,Gm6490,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079267,Gm5930,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079269,Gm3676,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079271,1700049E17Rik1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079272,Gm6490,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079273,Gm17165,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079276,Gm4736,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079277,Hoxd3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079278,Tmem233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079283,2310009B15Rik,13.94747666,34.51503795,34.91108148,55.07750191,24.71097749,5.326911817,1.575812804,22.86583557,24.22722567,22.66935383,21.50454905,39.98704826
ENSMUSG00000079286,Gm11084,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079293,Clec7a,344.0905889,391.1704301,301.3214232,432.2749393,332.140095,372.5794322,315.8379092,256.2699308,157.9714,184.436102,219.5853397,317.8631464
ENSMUSG00000079295,Klrb1-ps1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079297,Gm2223,0,5.39297468,13.18863078,0,0,1.217579844,0,0,0,0,0,0
ENSMUSG00000079298,Klrb1b,71.48081786,21.6917426,7.758018106,61.75356275,20.87386918,0,78.11529187,20.06153498,37.57692144,15.8465386,101.5492594,9.14957884
ENSMUSG00000079299,Klrb1,0,0,0,0,0,0,0,0,0,0,2.389394339,0
ENSMUSG00000079304,4933413G19Rik,0,0,0,0,0,0,0,0,0,0.220090814,0,0
ENSMUSG00000079311,Gm3222,0.158494053,0,0.310320724,0.238430744,0,0.15219748,0,0,0,0.220090814,0.477878868,0
ENSMUSG00000079316,Rab9,13.15500639,8.628759488,2.327405432,7.629783815,21.79477518,14.76315561,7.879064021,17.90438068,69.46786135,4.401816277,1.194697169,43.37578117
ENSMUSG00000079317,Trappc2,0,1.318282699,0,0.238430744,0.460452997,11.719206,9.229760711,0,0.494433177,3.96163465,1.911515471,0
ENSMUSG00000079323,Gm20661,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079324,4932414N04Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079330,Lemd1,0,0,0,0,0,0,1.125580574,0,0,0,0,0.169436645
ENSMUSG00000079333,Gm11096,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079334,Nat6,8.71717291,3.475472571,7.292537019,41.48694949,1.38135899,0,0.225116115,3.667162309,0.247216588,0,0.238939434,0
ENSMUSG00000079339,Ifit1bl1,7.924702645,10.66610548,0,0,8.748606938,0.15219748,0,0,0.247216588,0.220090814,0,8.810705549
ENSMUSG00000079342,Lipo1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079343,C1s2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079344,Lipo4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079346,1700013D24Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079349,Magea5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079350,Magea8,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079353,Gm11099,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079355,Ackr4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079356,Mettl4-ps1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079357,Gm11100,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079359,Gm9006,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079362,Gm43302,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079363,Gbp4,14.10597071,18.21627003,16.44699838,27.89639707,30.08292912,31.65707594,0.90046446,15.74722638,20.27176025,0,9.079698487,0.169436645
ENSMUSG00000079364,Gm3558,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079371,Gm3476,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079374,Gm8334,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079378,Gm8279,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079379,Gm3242,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079380,Gm8271,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079382,Gm3443,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079383,Gm3298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079386,Gm3173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079387,Luzp4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079388,2610042L04Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079389,Gm3149,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079391,Gm2974,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079392,Gm17170,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079395,Gm15114,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079396,Gm3411,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079402,Gm3020,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079407,1700110I01Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079409,Gm5795,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079410,Gm2897,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079414,Gm11110,6.339762116,0,0.155160362,21.22033624,0,0,0,0,0.247216588,0,0,0
ENSMUSG00000079415,Cntf,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079416,Gm11111,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079418,Atg4a,20.44573282,17.61705062,2.482565794,0.476861488,18.1111512,15.52414301,20.48556646,23.081551,0.247216588,7.042906044,23.17712509,34.39563897
ENSMUSG00000079419,Ms4a6c,1503.157598,1766.618661,1320.104361,1307.315771,1384.582161,1062.490611,1074.028984,903.4162205,924.8372573,664.0139855,1151.688071,769.9201157
ENSMUSG00000079421,4930402F06Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079423,Gm3286,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079424,Gm3259,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079426,Arpc4,353.2832439,540.4959068,457.4127475,488.7830256,499.7449858,425.8485504,316.5132575,459.2581503,336.2145603,442.8227175,271.6741363,423.4221763
ENSMUSG00000079427,Mthfsl,25.20055441,3.835004217,5.12029195,2.622738186,4.451045635,3.348344571,0,0,0,0,27.23909546,69.97733446
ENSMUSG00000079428,Tceal7,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079429,Mroh2a,0,0,0,0,2.609233648,0,0,0,0,0,0,0
ENSMUSG00000079432,Gm15023,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079433,Gm11114,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079434,Neu2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079435,Rpl36a,0.633976212,1.438126581,2.17224507,2.861168931,0.613937329,2.587357168,0.90046446,0,0.741649765,24.65017115,0.716818302,13.8938049
ENSMUSG00000079436,Kcnj13,0,0,0,0,0,0,0,1.725723439,0,0,0,0
ENSMUSG00000079438,Gm11115,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079439,Gm11116,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079440,Alpi,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079442,St6galnac4,9.82663128,31.03956538,17.37796056,42.67910321,26.85975814,9.892836232,12.38138632,14.23721838,63.53466323,90.01714287,24.13288282,17.28253781
ENSMUSG00000079444,Gm21981,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079445,B3gnt7,0,0,0,34.09559642,0,0,0,0,0,0,0,10.67450865
ENSMUSG00000079450,Cldn34c1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079451,Tmprss11g,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079455,Gm16026,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079457,Gm7609,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079460,4933403O08Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079462,Gm15737,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079465,Col4a3,0,0,0,0,0,0,1.800928919,0,0,0,0,0
ENSMUSG00000079466,Prdm12,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079467,Gm14966,0,0,0.465481086,0,0,0,0,0,0,0,0,0.169436645
ENSMUSG00000079469,Pigb,15.84940529,5.992194089,3.568688329,0,0.153484332,10.50162615,17.33394085,0.21571543,0,0,1.194697169,28.29591975
ENSMUSG00000079470,Utp14b,9.668137227,3.954848098,12.25766861,8.345076047,5.218467296,4.565924415,9.004644596,0,7.169281064,0,0,1.863803097
ENSMUSG00000079471,Gm7325,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079476,1700011M02Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079477,Rab7,432.3717763,497.5917971,456.326625,472.569735,237.2867776,536.8005137,467.7912867,416.3307798,530.2795822,357.8676634,509.8967519,345.1424462
ENSMUSG00000079478,Sssca1,3.645363217,0.958751054,9.930263175,0,31.46428811,38.50596256,0.225116115,3.020016019,36.83527168,0,3.10621264,12.3688751
ENSMUSG00000079479,Gm9112,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079480,Pin4,0,0.119843882,2.482565794,0.476861488,5.985888957,0,0,0,0,0,2.150454905,0
ENSMUSG00000079481,Nhsl2,110.6288489,132.3076455,46.85842936,112.0624498,160.3911272,84.31740419,153.3040742,129.6449734,152.2854185,262.7884318,190.1957894,121.4860746
ENSMUSG00000079484,Phyhd1,0,0.838907172,0,0,0,6.392294181,0,0.21571543,0,0,0,0
ENSMUSG00000079487,Med12,2.060422688,0.719063291,16.91247947,0,0,0,0,0,0,0,11.46909283,6.438592517
ENSMUSG00000079489,C030013D06Rik,0,0,0,0,0,0,0,6.255747468,0,0,0,0
ENSMUSG00000079491,H2-T10,36.92911433,12.34391982,6.827055933,1.192153721,12.73919958,29.22191625,0.225116115,1.51000801,51.42105039,20.46844569,16.2478815,0.169436645
ENSMUSG00000079492,Gm11127,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079494,Nat8f5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079495,Nat8f6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079497,Gm13420,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079499,6530402F18Rik,7.60771454,6.471569616,5.89609376,20.98190549,0.613937329,3.804937012,5.177670643,27.18014417,28.42990767,1.980817325,7.885001318,12.87718503
ENSMUSG00000079501,Gm5138,0,0,0,0,0,0,0.45023223,0,0,0.220090814,0.238939434,0.169436645
ENSMUSG00000079502,Cfap77,0,0,0,0,0,0,0.675348345,0,0,0,0,0
ENSMUSG00000079505,Gm11131,6.973738328,0.119843882,21.41212997,0,4.451045635,0,14.18231524,0.21571543,0,2.200908139,2.628333773,17.96028439
ENSMUSG00000079507,H2-Q1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079508,Apoo,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079509,Zfx,67.51846654,42.54457803,26.84274265,45.3018414,38.98502039,46.26803407,42.77206183,12.9429258,58.09589828,60.96515544,38.23030942,31.85408929
ENSMUSG00000079511,Gm42688,0,0.719063291,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079513,4932429P05Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079516,Reg3a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079519,Gm14743,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079521,Gm5938,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079522,Gm14744,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079523,Tmsb10,113.4817419,146.0896919,82.54531264,58.65396308,152.2564576,98.77616484,70.01111173,45.30024029,126.5748933,174.5320154,74.7880428,76.92423691
ENSMUSG00000079524,Gm15402,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079525,Cldn34d,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079528,Clnkos,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079531,Gm5936,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079532,Gm6890,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079534,Gm5640,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079536,Gm6880,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079539,Obp2b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079542,Gm42606,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079543,Igkv13-85,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079544,Igkv13-87,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079546,Gm11146,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079547,H2-DMb1,394.3332036,340.7161559,237.395354,310.1983982,318.1730207,350.96739,229.3933211,141.0778912,278.6130952,107.624408,106.5669875,233.1448238
ENSMUSG00000079550,Mpp4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079553,Kifc1,19.33627445,30.44034597,22.96373359,30.04227377,17.80418254,0,8.779528481,35.59304594,43.51011956,25.97071604,17.20363924,5.252536001
ENSMUSG00000079554,Aox2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079555,Haus3,13.31350044,15.57970463,28.70466699,0,37.45017707,40.33233233,23.41207595,17.68866525,1.236082942,14.3059029,65.46940488,14.91042478
ENSMUSG00000079557,March2,20.60422688,20.85283543,20.63632816,25.75052038,17.95766687,62.24876952,2.926509494,48.3202563,23.4855759,5.502270347,25.56651942,21.85732723
ENSMUSG00000079559,Gm684,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079560,Hoxa3,0,0,0,0,0.153484332,0,0,0,0,0,0,0
ENSMUSG00000079562,Maea,113.79873,126.7948269,57.09901326,249.6369892,95.77422332,129.8244509,139.7971073,93.18906573,95.17838655,43.79807196,180.3992726,187.2274929
ENSMUSG00000079563,Pglyrp2,0,0,0,0,0.153484332,0.15219748,21.61114703,0,29.41877402,0,1.672576037,0.169436645
ENSMUSG00000079564,Gm11149,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079566,Spin2d,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079575,Rbpsuh-rs3,15.21542908,3.835004217,8.223499192,0,0,26.93895405,24.31254041,0.43143086,0.247216588,0,11.23015339,4.405352775
ENSMUSG00000079577,Gm14692,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079578,Gm1140,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079579,Gm6760,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079580,Tmem217,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079583,Gm7073,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079584,Gm364,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079588,Tmem182,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079592,C1qtnf5,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079593,Gm14597,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079594,BC117090,0,0,0,0,0,0,0,0,0,0,0,8.810705549
ENSMUSG00000079595,Gm4758,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079597,Gm5483,1.267952423,4.793755271,0,0,0,0,0,0,0.741649765,0,37.51349112,57.43902272
ENSMUSG00000079598,Clec2l,0,0,0,0,0,0,0,0,0,0,1.911515471,0
ENSMUSG00000079600,Gm17604,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079602,9230102O04Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079603,Gm13218,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079604,Gm13219,0.158494053,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079605,Zbtb9,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079606,Gm595,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079608,Stard6,0,0.119843882,0,0,0,10.34942867,0,0,0,0,0,0
ENSMUSG00000079610,Ankrd39,20.92121498,12.4637637,0.310320724,0,0,16.28513041,4.502322298,0,0,29.93235069,1.194697169,5.083099355
ENSMUSG00000079614,Seh1l,23.93260199,20.73299155,9.775102813,24.55836665,72.13763615,55.24768542,24.98788875,44.653094,51.42105039,5.282179533,26.04439829,29.14310297
ENSMUSG00000079619,Cypt15,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079620,Muc4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079625,Tm4sf19,0,0,0,0,4.297561303,0,0,0,0,0,0,0
ENSMUSG00000079626,Rhox7b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079627,Rhox2h,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079628,Rhox4g,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079629,Rhox2g,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079630,Rhox4f,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079633,Rhox4d,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079635,Rhox4c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079636,Rhox3c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079637,Rhox2c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079638,Rhox2b,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079639,Rhox4a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079641,Rpl39,131.708558,183.7206708,230.7234585,134.7133705,174.6651701,244.4291537,164.7849961,220.0297385,157.7241834,152.0827524,104.655472,160.456503
ENSMUSG00000079642,Gm6268,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079644,Gm1110,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079645,Gm17193,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079649,Gm2892,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079652,Fam71f2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079654,Prrt4,0,0,0,0,0,0,0.225116115,0,0,0,0,0
ENSMUSG00000079655,Gm5168,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079657,Rab26,0,5.39297468,0,0,0.153484332,0,0,0,0,0,0,2.710986323
ENSMUSG00000079658,Tceb1,38.51405486,44.10254849,72.61504947,20.98190549,62.31463889,33.48344571,147.000823,19.41438869,136.2163402,3.741543836,40.61970376,42.69803459
ENSMUSG00000079659,Tmem243,14.26446476,4.913599153,34.60076075,0.476861488,37.29669273,38.65816005,4.502322298,0.21571543,0,4.621907091,4.30090981,11.35225523
ENSMUSG00000079666,1700015F17Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079669,Gm17396,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079671,2610203C22Rik,0,0,0,0.238430744,0,0,0,0,26.69939155,0,0,0
ENSMUSG00000079677,Fdx1l,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079679,Vwde,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079681,Zglp1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079685,Ulbp1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079693,Vmn1r-ps150,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079694,Gm14862,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079697,Gm5751,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079698,Vmn2r93,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079699,Gm6592,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079700,Fpr3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079701,Ssxb3,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079702,Ssxb6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079703,Ssxb8,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079704,Gm14459,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079705,Ssxb1,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079707,Tcte3,0.158494053,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079710,Gm3448,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079711,Smok4a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079722,Ttll2,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079737,3110001I22Rik,23.14013172,14.38126581,2.17224507,31.71128898,31.61777244,6.392294181,13.28185078,11.64863322,0,0,0.238939434,38.12324517
ENSMUSG00000079740,Gm11172,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079741,Nlrp4g,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079764,NoGeneName,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079773,NoGeneName,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079774,NoGeneName,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000079794,NoGeneName,0,0,0,0,0,0,0,0,0,0,0,0
